customer_id,n_clusters_2,n_clusters_3,n_clusters_4,n_clusters_5
ab8b25d65abe2200f474db11903dfc50,1,2,1,1
ba4ed33719e20ecd3e25564615cea86f,1,2,1,1
0e1242c2051390ea676f0b2a5e11b70b,0,0,0,4
14771a253d8c18b312b3aeb6521911f4,0,0,0,4
ae11baa3601081e0f675e66c43941779,0,0,0,4
4472c98a5b7ec6ad02e9d60ae7f72efa,0,0,0,4
0c635dad46dd118651c06eb3d9bbbe3f,1,0,3,0
973cad86a1b644cc2048d78fd614e956,1,1,1,1
ed7733fb5666f9170ecb9d2edfe88f56,0,0,0,4
6ae81e5c44f32f1a13735f7d24a9a154,0,0,0,4
a505368c51e92e0e5a2586a07b664f96,1,2,1,1
84b3efe9e2f105ff1caa03c36e6a9564,1,1,1,1
ad669b105a6c17e189d0af96a389275d,1,1,1,1
2b31e432e4f4f90345ffcd4174076be7,0,2,2,2
af312553e786ca98826437e00cdf1afd,0,0,0,4
c2090578e2c6590d8d36528f9d744956,0,0,0,4
4b7f7ac2f575a7171dcc97175013dabb,0,0,0,4
41773c6753ff34ddfac1d2e7871f57f1,1,1,3,3
e2af36c89a35c1ee1cb4e6f6afff5c8e,1,1,3,3
6e7ca477354a587cadeacf60aed91e8a,1,1,3,3
4ab92eb5f27ee4a4acf061cd73652bdf,0,0,0,4
b2fd4209fe163a16d3025edb664310ca,1,1,3,3
9765450c54211978e8c277a6592e4f45,0,0,0,4
199e19b0351e58e43fb6fdea7aaa598a,1,1,1,1
30d1d4f32419b57b29f8419de53f4572,0,0,0,4
fd1f9ff424cc73f5d898f31dcefc5864,1,1,1,1
b01238f5d14f262f652462c00bc8aadf,1,0,3,0
49a29d671a631e4b19ae5727ac097cf6,1,1,3,3
5c990c4b4eb2074487c84d64468c3f99,1,1,3,3
e06868426ba1aaabea7e58d49d9b308a,1,1,3,3
f7958f2be79c8d8cb26891d0b76abd73,1,1,3,3
6090ee0922784ad5464ed4582d9c82f2,0,2,2,2
0f391f515bf1639ce1f8e042c238d032,1,1,1,1
1da740325bd851e3124ed7dd548afe59,1,0,3,0
78c74d0cb2263886023b9ed2ff685fd9,1,2,1,1
40094037024cf2c6b0248809730d46f9,0,0,0,4
46e21da9a0031653cab215eb38a9afbd,0,0,0,4
4c847820a12d33b1f4051ac3d0528ec5,0,0,0,4
d8a428e1acc201277baa354f0dfa09f4,1,1,1,1
27727d26b61b160693c49137a5f82c65,1,2,1,1
ac7cdeafe7d08dd687eec2190076a851,0,0,0,4
fb7c32ec8bb25dcda3bed249e1971e2c,1,1,1,1
a60dabe8214a1a14da41cb34d6c0f7a6,1,1,3,3
e42a1b6536923bb3ee5fea0d247400b4,1,1,1,1
98db67dd3eecd9526e480c7c3d41bdb3,0,0,0,4
ed8dc40fc8bcdee6707d0d7c08dcfa0b,0,0,0,4
3fd3e322ed6a4de90cb8a1209adf6b95,1,2,1,1
a43f0efa59190096e363ab9c7e151791,1,0,3,0
5a7d69f06703f54d029447ee1a278e3b,1,1,1,1
00f6a151cc95d14aa2a80515ab6813ed,0,0,0,4
078e8ee09bc7bf3e7684f52f668a99a3,1,2,1,1
fa06537941987f89297e827e60092741,0,0,0,4
f80382cfedbbc38094125a52e7e3aaec,0,0,0,4
dcfcb8c00a49ca719a88ac1bc94f6de4,0,0,0,4
f49601e3769dc626481d3ba70c03bc3a,0,2,2,2
6c30e773c79b9547986783d267618845,0,0,0,4
add35afb17b08ba50b866f185b3d5eda,1,1,3,3
df5b72bb62b5dc034fd7cec391cc80b6,1,2,1,1
0e0f2d832cf1e7d8a0708748894e9e81,0,0,0,4
4554b11ecb915ea62539e12c83cecc44,0,0,0,4
3f271bc17dc8598f9f56d5895db40c7b,1,2,1,1
146c126f81963e41fb30e9ff19f60544,0,0,0,4
9c1798ca2ae11f325fa179193196b91e,1,1,1,1
f296c09a3f69578a89961482c2d2788a,0,2,2,2
a61c74599c37d217b866513b58456626,1,1,3,3
d4aaf3cd78c0a9419f843329a4769483,0,2,2,2
13aa62e115d4b43bf7343dfd713955de,1,1,3,3
35ea809ec02c3feb5a43a6a6d98207bf,0,0,0,4
d2198e00e03fd11245c83234691b6ea6,0,2,2,2
2ba2ee77fd69c112691d421a7193062b,0,0,0,4
2f584db7b1221ec2f74b700e76a9c7bc,0,0,0,4
e2f17e57a018fd8b0a820d1fa0dbc4b8,0,2,2,2
81e33b13396222b1b88d88da86d81b55,0,0,0,4
848fd36ece625112f1856ebac29e9f7a,1,1,1,1
7a72c6dc84a8799d75be6ba46f5e6455,0,0,0,4
3826133f728dacd8ce2bd6cf3b6a0475,0,0,0,4
620b15d5dfb9eb53de754b6868cd02c9,0,0,0,4
4f8e34862822e65cdbf07abb61a38ea0,1,1,1,1
f7a72347cbea2da880e1251f05ab9412,1,2,1,1
32786546f74cfd187b33af085034e631,0,0,0,4
0710e94f008baf5a9492a3fc5ea6bf07,0,0,0,4
da5bb823dc01cd4dae67e53f60b75edc,1,1,1,1
d03d5c2e32b4690f15ae73bd2469ea99,1,2,1,1
0b73cad62778c57954d8d3975db3b136,0,0,0,4
d3693f4c223d1ba18b924b028579eb83,1,0,3,0
376b74218658b31f65ffe81e115baa6b,1,2,1,1
835577c010250d3c6776ee1b0bbfc55e,0,0,0,4
7f432c1fe361737ba4b638d8bcb84e77,0,0,0,4
1226f9ec9286746e4935dd87a26e3ecd,1,1,3,3
c6c116a4f0cb240d3b86c73624dce9d6,0,0,0,4
4ae26d2320eda960ca78e85ed5e98833,1,1,3,3
45674a3bf0a92591edddd894dfbb664f,1,1,3,3
747bad9bdff2ce8d616e559298ace6aa,0,2,2,2
5b0d5c46e6770230aa15da3c4246b305,0,0,0,4
ca6ec5df35a72825ad718f380b379351,0,0,0,4
70ebd1cd43844e37349ce86ba3f22e73,0,0,0,4
f20328f1cf9d2a523f127cb8e7003c3d,1,1,1,1
45a454b8c71b1704811481299e36b722,1,1,1,1
e6094502fd3224a0f16175c63e59b319,1,2,1,1
493f901dd8599a90900b6247cdaa0d42,1,1,1,1
957a319135ee6b5875cc7c4e94d78142,0,2,2,2
320831592fafa95af50d63b6d3d9e614,1,2,1,1
7170f0b06e5f61f2fead9bb7264bc93c,0,2,2,2
74bf63b6f3c0d5eb05ce33c693d7bbf3,0,0,0,4
35b2a32962ad1974816174b24282229e,1,2,1,1
e5795d04243d158e5dee0ba470d2dd95,0,0,0,4
90a8564899b56723e6cd5bbb9e87b07e,1,1,3,3
fa8fbfd51d1052970aca4e887cc0db30,0,0,0,4
86395baf300cc87cf4dc85e6bd080622,1,2,1,1
8fea9296d1b9d83a0b01973184711a56,1,1,1,1
63f80dad3f47178f7a947499622efd18,0,0,0,4
d917d378fb11d57ae95b19f23e533030,1,0,3,0
07dfcf25a79eee980fc152b773d0bdd7,1,1,3,3
cc336bb72cbeb7e369365cd728b2225d,0,0,0,4
bc059c43599a8180f99353d1e06ccd45,1,1,1,1
d389508c8b7f823d37711d7e540cb78e,1,0,3,0
024915a6c0dadb087b51a70f4515e0a0,0,2,2,2
857b262dcfa35f8a0661caf67e6b5816,1,1,3,3
7636e7e6fad76062adb4cc9b4ce07e81,0,0,0,4
050fedc16ad2917b7efc28718ff55159,1,1,1,1
4644772421e8ff970a7151f6932d8b72,1,2,1,1
d99d4b1b40403554f7e405daff435a6b,0,0,0,4
ae8457e1ca2ab44a2544b949718e53d6,1,0,3,0
11ab5d36e8db08873013fc093d4a259e,1,1,1,1
369b50ebb340e9c41a006adfe48bc575,1,1,3,3
b5a37de86e72324fd291e64f6b650ec7,1,1,3,3
0e01b79cd0783f2d4065c1f817ef4894,0,0,0,4
27ce553bdf34fa0b0ef07df57d4318d1,1,1,1,1
8125a166db5f809631ebfd9ed2c61abb,1,1,1,1
a4f2ec0aa6e589381ab72a35d42f4a69,0,0,0,4
5e1bde65457428292ba508236e096aae,0,0,0,4
d1e5167bb1395dd7899fe1a4d6966953,0,0,0,4
94230e8ac72dff6639d4989b8a940e78,0,2,2,2
0051ea78ef86d33f9ae52a3bd6c0eb87,0,0,0,4
03846508741db2308d6c7f80106bcc5c,0,0,0,4
5ab4404dee4b9a59e255ab96c26dc11f,1,1,3,3
91f42b843731f47b8baf8ebb694b9561,1,0,3,0
0b9e5d0c2a25963ce7fae1cc413825c0,1,1,3,3
c9eab88abd564ef3dd46128dc321f650,1,1,3,3
2bed14c5e1fadb1cced86269863bf6a0,0,0,0,4
71b76bbf4f4ec48feb1cbeb2e3f43318,1,1,3,3
54f2f39c7fca4f9314e23d55bcbb76dc,0,0,0,4
c942f9a06e7d71ce064afefc6559f184,0,0,0,4
ae8b21eebd206921bf7bed86b348995e,0,2,2,2
af54294b26713ddcb05ffdb418f33f7c,1,0,3,0
fcb92bd05231906ae587bb3c5e4c2fcb,0,0,0,4
9bec34300f8817e25f5b576de7532b5e,0,0,0,4
fb3d643beb30af42f3686fcf256419e0,0,0,0,4
ec408c29a493f4e958494ccb8ccb5147,1,0,3,0
a48e6822982ace46c58f036df347bfc8,0,0,0,4
4d7e2bda6656a084ac35e4b2e775240d,1,0,3,0
0b56330f9cce8ec58411fce463e28573,0,0,0,4
b3d6fbdc8ac3d354035350343e5bec8b,0,0,0,4
48fc70d70a55c9847654431dfac91a90,0,0,0,4
23657bc9d4f027005fff5094ab17d483,1,1,3,3
719760ef661763f6e21097d23b8f0eca,1,1,3,3
87ac7b189ce9458fecbe04570d688811,1,1,3,3
64341d6e2c725519858832759fa750f0,0,0,0,4
8e094c07a90b1a148a4eae2c174d68c5,0,2,2,2
68bb8a3b7643f1630b09b55d1e12c61b,1,2,1,1
ec2fcadf45fe1c03773f3cb702ab713b,1,0,3,0
a4032b177cb9b6721d66d3ffc31311f9,0,0,0,4
49f656b5d0b44ba4857d0cba07e169c2,0,0,0,4
508c1d897b13f66106672c8480251ea8,0,0,0,4
0af29fa3ad459b44f1eb97c2d3f56896,0,0,0,4
e4d40772ca23661fd611ec1a5aeb6df8,1,2,1,1
7b2bccad082b3437b7f6f45444de4cee,1,1,1,1
c0007bd58a0445dd28365b488acf0ab3,1,1,1,1
e10b4834f313513178aacf3c2d8ad701,1,1,1,1
86c87bfe7ac24a051cd99c9bce6086b3,1,2,1,1
72db210ba3349bd4d5f68da07d4899d5,0,0,0,4
418a2843f589e1f3614fe6df75052c78,1,1,3,3
5f75c5739aa0e3a8ea571d8ab4fb2dc3,0,0,0,4
f999eb40a9e60b5dbd6bfccf7b184fa3,1,0,3,0
4a72a14be0f98b3f3d9ff1936d4934ec,1,1,1,1
c999d49611c06678651d3849713e3577,0,2,2,2
451580409f36a8114945cc27b9e90a64,1,1,3,3
b718cdf9df2fbbe5f5ad094b363c1a07,0,0,0,4
560c7c4521f480971a0749df2323e636,1,1,3,3
bc8d305bfc0f3001e9ad6b72b0c452e5,1,1,3,3
f765ca7575cde415aa74212b77ab006b,1,2,1,1
a18463eb06da6368d92a3422232b82e2,0,0,0,4
3ba6f9ee87dc76353dadcd7e24aa8d35,1,1,1,1
87ed776d630f804e64cbc343a03d6289,0,0,0,4
8d1210fde7691a38e53ca373590db6ec,1,0,3,0
c67b78bc3ef900da61da2aad7fdadb9f,0,0,0,4
29ddaeb993dcd65d38285e181efe586a,1,1,3,3
b6c4f5b80d76c88c23669d02441e89b4,1,2,1,1
7801c18c07b90daa494e7d9a8abbf19a,0,0,0,4
c5fc5fac0720ab1afd32e767337e1ac3,0,0,0,4
e6feb40e3555cd6606956a3d6bd60191,1,2,1,1
e4d49858da4b755a625ba29a7e1f01fa,1,1,3,3
245e9f2faa8d5009f1ecefbe72fd0e29,0,0,0,4
4c6b380964846d1ea8127bf30f8b24a5,0,2,2,2
029f56c67d42eab7d3b195c8f9191c4c,0,0,0,4
af8281314b892e60b1de6fe8cb731dee,1,1,3,3
37a0946fd75488bcb14962ef3a66ecb7,0,0,0,4
eaa6e7ba2017108eb117529e85a13854,1,1,1,1
18135f127ccabb114f709e22cb1d3f89,1,2,1,1
35b63fdc943a01f0972d0767d0b0e16b,0,0,0,4
f06ff348a2214510248b6c6b86ec3f0c,0,0,0,4
3831bd92884d59f246112f7daeeea59a,1,1,1,1
601ab03191b8800012ca6936250947e5,0,0,0,4
9f4f3b0c0a7e7c11821d506cf97d5091,0,0,0,4
99d6201dd09e630e710fad97dae00202,1,1,3,3
b274cba6ca9c442bc7dff92eced749e7,1,1,1,1
508ef2467f04c1c626ef7422250862b8,0,2,2,2
bf95e9635b7c99336a2a41ebbd005031,0,0,0,4
b8d27dca0a13e664599252768a9d786a,1,2,1,1
d72bfe16e85998abe103a298cb705324,0,2,2,2
1b254e480e84a84b4b756ca4767e0f5e,0,2,2,2
b5a7a2c15d56eac0dbfe18bc132148b9,0,0,0,4
ab04c48b808587fe98ac733afd325f9a,0,0,0,4
d42c1422608ff55e127aeae6c32da3d2,1,1,3,3
588c91a832407ac2caac12e96068d88a,1,1,1,1
8ceac5ae230fda3584fdeec9814ec6e3,0,0,0,4
04994d00ea4b33d72cf0676a25e7c8b8,1,1,3,3
d6af46c9bcfb5de3a5c3a245c71adc53,1,1,3,3
1b71a871458e8aa443a274ac89012ab5,0,0,0,4
7f793bec26cbe7ac42c0972e192d9687,0,0,0,4
5c1927c0d698fc4fd72202e45c5c7fc3,1,2,1,1
43d570d06f9a1e04e23a68abd73bdd08,0,2,2,2
b97a62ccc39785be86823a2cc287670b,0,0,0,4
4dfd7404f30f48934b84568083e65b84,1,1,3,3
3c9ea4ba73d09e34f7537ca4448d1584,1,0,3,0
7258e106703929ca26f6f4252f264f83,1,1,1,1
8bf7d3a34802aa28cc4fc366703184af,0,0,0,4
80006209e87db7c8d674cc769f63ccd7,1,1,3,3
c0505e0f37e92a7456f3ee3eba79b4d5,0,2,2,2
345cf0b84ca5e6d43bab13ed339d69d3,0,0,0,4
8ff1582fce41cc1eb3eaf13431e09cc1,0,2,2,2
84ab9d3a92ad09f7e93d615b503b8433,1,2,1,1
3a6b7126259ab2cc7ebe03b789690df2,1,0,3,0
329bfa31d6e5f61fc2f64042fee5d3e8,1,1,1,1
8aae60d45dc1ab206c72128263d4acfb,0,0,0,4
7890fcc0692e1086998234eaa4b2a95e,1,1,3,3
c5ac7bea672000094131a8793a943f92,0,0,0,4
6a5583866ea32706d7a7dc33365fff49,0,0,0,4
93683a1a28319458a42626248b0c450f,1,2,1,1
6c4634b01e6f5707b824e7aacd898b45,1,1,3,3
5b6e59d48323f0ae510e7189a9d12c09,1,1,3,3
17adeae00236df4903efbb71936e0160,0,0,0,4
ef0f5f83f5a5c0f660e010bb35816fe3,1,0,3,0
b59e57ac040e24cdac0d46143dd9f650,1,1,3,3
b9d33e25b7cc1218406f39b022a64633,1,1,3,3
5d715893dd79dbd08afd40163a9fdeab,0,0,0,4
d8c8ced9ba330682f80adf89075c384d,0,0,0,4
907fe75d73163af418460568f4975432,1,2,1,1
1bf5fc19ee5352fa60ea8db632b0e0d9,1,1,3,3
67b4d70f2f97d3b7592f5126155ffeac,1,0,3,0
588d25e1773187b512057a52a10570cc,1,1,3,3
18fd5e3cd670b1d197aa9ec4bbcf5594,0,0,0,4
95ee3dd69f43297a231a21d28d61fa6e,1,1,1,1
e022edcc22a7085940db196011953aaa,0,0,0,4
a2b68f68f1e58eabe7b1318f8ad6dfa2,0,0,0,4
f7e9277c65215012c154964932ceb1ce,0,0,0,4
be90faeb98ff7f1a0a140aa41de42963,1,1,1,1
3dbe49e7d1d639c0e8a9525f126e3a0a,0,2,2,2
9c2c3cba74a7446e0cc882b49a8d8e4c,1,1,3,3
a7e0d26db44815d93d2a1bc04088bc43,0,0,0,4
972b21dc93489e3e9ad4599856cee18c,1,1,3,3
bcebe5681c14cd25e6ec9ae7fc4cd5c6,0,0,0,4
d7dbfcff75263136b1f2a2d2c4b63fbe,1,1,3,3
459fe2136a3b21adcbd321cb48c54bc0,0,0,0,4
98bcce9a363fafb16ca4b9850e58a5de,1,2,1,1
046c992910b1d3463aafd712db4cb5f9,1,2,1,1
7f437fd63e81a8d730c571a6ba55451e,1,0,3,0
5354f8cee038ed4b6c3509d0c583bc1e,0,0,0,4
75781b461c2c350e618c167f3aa4cf03,1,1,1,1
c429bcb18d6ac1eb705339c8c380857a,1,1,1,1
2035250e1da918ab423f33190f9c916f,1,1,3,3
99b87ba386c0d59d52105f8a99a386e2,0,0,0,4
028adad3e792b39c05e05274f686e07e,1,0,3,0
96d64c78532e4ceb0c83c3f69b862f87,0,0,0,4
29939eaf527f1732cf61a0c720570712,1,1,1,1
998edcadd4607a72377019e4534dd7ee,1,1,1,1
1f304053a71cfbcd506b7c11955a2323,1,1,3,3
28bc2163bc0bed2f77fb3c62455500c1,0,0,0,4
6427c5eef7d5ffc12cdda0cecfab6b96,0,0,0,4
e35794f0a33d2a595396be5eed376a81,1,1,3,3
e6a0fd4e3774cc7ce8f7ada2f2bf81ac,1,1,3,3
d51d12aba46d274a84fe186b4a412239,1,1,1,1
3feb7fdee9df7723f99a2dd7ee948e8f,0,0,0,4
790de8c27ec71589720f81a43948c1cd,1,1,3,3
b818b85334d37d504cb264e10a0cd76b,1,2,1,1
2ec7dd8e1cb99af944f0d93c492df7f0,0,2,2,2
ea195c588bb6a0a9b86e3034040dfd00,0,0,0,4
1263ca3df530336c6c2bdb19bed48f15,1,1,1,1
8a405a2961436ce6fca143692103ca80,0,0,0,4
6ab6bed6eb855282bc3ede539ca6e938,0,0,0,4
c684b5ac286b68a03ff5005fca6c1b3f,0,0,0,4
83268d91ebb305bd987c966a9032038e,1,1,1,1
7a4a4a50d0857e3dbcf3d0f15f36c602,1,1,3,3
771cea9c450cffc78adae6b3673e8d4c,0,2,2,2
67b328437822500a63a2674b5415abac,0,0,0,4
028080282c3c3a133b3742ad1f0764bb,0,0,0,4
8c40db9109bef9f7d8060c92119d82e6,1,1,3,3
fc37995d554596e4b040d744ecf4c90f,1,2,1,1
bc73b78067dbcf238fddfab79d5528c9,1,0,3,0
fb8b499d35ee6b2f1e0fff890281af8a,0,0,0,4
55bfb1ea4c41db23ecac63bf686770ed,0,0,0,4
eedde6c1e4fae201224062dbc99ebe1f,0,0,0,4
3f06d780c38da2fd42bf161635f5eeca,0,2,2,2
1e58f2d0e6d9a4b748fb809638d3cb21,0,0,0,4
bdb7df7480d26238bea49b633d465bda,1,1,3,3
f7b0fb04d524ff32a2b280774b94314a,1,1,1,1
35446f9edd48423d097aa752bf887ad1,1,1,3,3
b772bedebf3a00edbd03dcc94cb919f5,0,0,0,4
b7afc78d69fed3bcda318fafc96fe1c9,0,0,0,4
a8a31d5ef2c03d9df76407d309243df9,0,0,0,4
2231ae506bc8d35e97519371b112f4d2,1,1,3,3
cbdcc6759388d4cd3b92f481f48153cd,1,2,1,1
e6e4255b688fe46640767869412b81f3,1,1,1,1
464af7d6ac077f81c4828b2b4e6c2e48,0,0,0,4
f867589ddd50d7bdce012fde820d855b,1,2,1,1
cd14a4e4be4b64bb93a2fa7e43362828,0,0,0,4
eb41b3847bd93157ccf8fe0c7428d2fb,1,1,1,1
43ce6fb081fc9434c427d59b1bf3f7a3,0,0,0,4
469e94dcbbe8e8cd5999e6c65e4217b1,1,1,3,3
89ad1b26fc6b6295c1a3daa3961dd98b,1,1,1,1
47047c61f04fb7b046d653b80808f587,1,1,1,1
54eca7fbd795143cd5089ec2b6a5bcdc,1,1,3,3
cc2f75706ddb5ec3d9226f37bdf67534,1,1,3,3
885a66cbafd8df0632e45bcf3d629c1c,0,0,0,4
fee92c4a61f9c28a3735e6081f1e7f1d,0,0,0,4
01740cddfbdca046a6de50f2b1f284eb,0,2,2,2
ddf90e6a70632637cab13860e369ec28,0,0,0,4
7789398390ebb76d4f60bb0253b0d13d,1,1,3,3
aeaef99fad41e1ff4d74d913d35874fb,1,1,1,1
d1abcdb80fd82fadd5679e107aa3f53f,0,0,0,4
56173bb4f560ed2b60741c3ba1c00538,0,0,0,4
15c1adafdc1b51cbc94c6541e4f0da21,0,0,0,4
9b289f129144176743604574aba81089,1,1,1,1
4ba02d87450b83cbc121b4acfdcf2749,1,1,1,1
a7981442a58fcb761b0cc1704396b60c,0,2,2,2
9e80e1cee15648971259e236ec8de092,1,2,1,1
3324e82830376c373acb5151d5d1711c,0,0,0,4
b5274318eb045fadff428d7d8fe2d5a1,0,0,0,4
44329190eea136d8fd8b4f1310cf2a3b,0,0,0,4
f4cada30bb132b7a383b11493ecabe3a,1,2,1,1
d733991e0360051bac8fc08c7f04a87a,1,1,1,1
4ca36beaddb8174b44235610775ff9f9,0,0,0,4
f48aea17ac74651822b32d00863123e9,1,1,3,3
314366f1c59960a940c0d1f85468e9c2,0,0,0,4
6d55a8798c5076fdbb12b51f2bb64b21,1,0,3,0
a05bfe69a2fc2bce8380bfc627834e06,0,2,2,2
675334da1d479a1c803806c98e730f7c,1,1,3,3
bf62d2a6ebd3651740f721b7331469e3,1,0,3,0
dd84dce0d42683594c84d6f6086e0067,1,1,1,1
09afb6062d2ab40bab68c2ff6b491f5c,1,1,1,1
6ea01d8ae844419bfab2060debd4d145,1,1,1,1
b526e634dd1f74bea1df2076009cadf1,1,1,3,3
3ffdc071b6007bc380c3770c1f8667eb,0,0,0,4
1bcf5cdffd6b30fac507c86d3b16fa6c,1,2,1,1
0eb4d02163bfbb621e7343cab43fa836,0,0,0,4
81e53b96416c29b3342461aa48bf0864,0,0,0,4
e371c7674bd4784136daf3054ce61693,1,1,3,3
9370661bd0250043e11b047c40dca878,0,0,0,4
05566366903d00923e07fe8a2db67f6f,0,0,0,4
54e57b6187df32dca9123adf944f80c8,1,1,3,3
892f8ba94865a75c3a08430fb817a43a,0,0,0,4
273aaa78dc8c8f5013e9b7a9ca27776c,1,1,1,1
72ac8fb491c0a2eae2c0d0ea099f0ce1,0,0,0,4
62954aa32dabf5ef0275314742be279e,1,1,1,1
ad06a22bd2a38e92f7ecc809e1cff056,0,0,0,4
22280881cbec9b627b4fdbc683604985,1,0,3,0
ec59696d66440c6bcdf8fbc1a5726c1e,1,0,3,0
4608d9598f19da23159e671c32492b0e,0,0,0,4
0a7417b123c459dff7aee8aff311a449,1,1,3,3
f1ff87dc740940b7e38f83babb74df03,0,0,0,4
e1c8de776de7478fe3ceaf0cf65a8944,1,0,3,0
5fb477be5971e2fd2ffc965f9096740d,0,2,2,2
b1bc354616715d7da0cbf551347a5543,1,1,1,1
436fead57efcb8a801b91d667d917023,1,1,3,3
c3c3b07a24f3b3319d3155f4ae30cb81,1,0,3,0
bc607c3aebafd16aadfbc328f2c82288,1,1,3,3
7f05d4d7948a729dee7580115bd5153a,0,0,0,4
facab86622bee27c0d0548af75547782,0,2,2,2
8b70fe949f8cd4394138618a9f821cab,0,0,0,4
20b3baeb1a3cd25d22b87530ef97b183,0,0,0,4
667768ef830352e4c8252d3ed76d3d06,1,1,3,3
3ebf146b37a744c6920b4cb61ef2ea66,0,2,2,2
6ab177cfa6fc0b1a0afb2952f1e4b673,1,0,3,0
17bd60453fd61ffb1139019ef2d4d080,0,0,0,4
872f9e4afdd7c6a762ed6a358025c38f,1,1,3,3
01394ff37203d957ea79af30e1b76822,1,2,1,1
513f1957fabd9cae3ccb8a9a5698f8ec,1,2,1,1
a9baf64788430b68d0cf66ee450915a2,0,0,0,4
e2b9f276703e170dd7ed763a1366d723,1,1,3,3
339fbb137dfdf9bbeae220aeb4cce646,1,2,1,1
c08eb41e0f0985504f663aaa95e8f7dc,0,0,0,4
5f789d9830bbbc3ed9e1b519635186c7,0,0,0,4
9b8ba16bed103320a8678c9a248e1684,1,1,3,3
bcb102bac1f4602c43a64daabf031656,1,1,3,3
0b042d30417bcb23ad8eadc7576c8fb3,0,0,0,4
567a18307e21a6410d31cd7682c695e0,0,0,0,4
520d10b2d73eb1db2e84c247c85a8a53,1,1,3,3
39374ff07aeb23d26ac8a5e15b23489e,0,0,0,4
3577ca786a09c9c2216fbf46ea75cada,0,0,0,4
351b00aaada68d74a4959dc67b393bc6,1,0,3,0
cc8a0874210fffa7f99de049b6967639,0,0,0,4
70146b458b0a407563835e9cf5f969a8,0,0,0,4
212b07322d948e54de7e05985427dcf8,0,0,0,4
d9cf483d64cf14707ee04a2aadb90bef,1,1,3,3
2c7969275369cc72091bd94f754cdacb,0,2,2,2
2fcbb0677f636a37a9c07b7e19bdffb8,1,2,1,1
01f88429b60f1d67640619d387379e9e,0,0,0,4
bca22d9ffca5144ed68725da8a6e33d1,0,0,0,4
ae30b791abbf9dbbb07b497863e4af3f,0,0,0,4
30ac05224ab5efb4119d88202b798dfd,0,2,2,2
0a6fd6b12d7c019e3cae83ec26c5a782,1,1,1,1
088dea92681465a43cb40aa05793f70f,0,0,0,4
d9771e8e38a8ba7770bae026ccf0a915,1,1,1,1
3a956a8ca5ec08c5d07fac5c4119c962,1,1,3,3
543982f5ed9e6875f98fb75677a65a33,0,2,2,2
1b26f4bb83efdf0e67f08cad695e7702,0,0,0,4
bd977094ff53fcb0d095bdb60540eecb,1,1,1,1
9b77044931a1ddee6ca7a8590f87b349,1,2,1,1
5ddfae871d491e61f0ebef87f2a405ad,1,0,3,0
9b330d0ee198d8a15bdd198bd23b75bf,1,1,3,3
0ab2ac43eb2dd7e15979ad9f219a9e55,0,0,0,4
fdabe22988b6c9365da93cf098a42dba,0,0,0,4
2c8b0386c247657e80b597f9d8b136d2,0,2,2,2
b662dfc9b1e0d3d18354faaa735a843a,0,0,0,4
e70a0c01d2f8e57ae5402faf5512b8b4,0,0,0,4
6f4341246dfbba1069e23678977895d0,0,0,0,4
439be42d7407dcd3ecf0b9cce38a9942,1,1,3,3
58ee6e434bc9912d60d895fd1bd46bfd,0,2,2,2
83a50210a054a2c002afec169b063138,0,0,0,4
9d895b18e5b785ea8c89e3b4b704d34d,0,0,0,4
44e24df86dd9e769e53437c0ecee3edc,0,0,0,4
c16c37ecfbbd6000aa3b4005260b740d,0,0,0,4
ec9202ca73e689c288c14481e92b6127,0,0,0,4
578d08fcb96a77c54d187b0dab35a303,1,2,1,1
ed3a7e13869f108b94d5cc7e89445162,1,1,3,3
fd52920efad05c559e2a11289afeac64,1,1,3,3
17a01de3bbb5df7934c4f481d9325105,1,1,3,3
dd2a15666baff8c6d1cd87bfdb1bd91a,1,1,3,3
8fa0480c81ca86994325ec234a08f9cb,0,0,0,4
8ae10aaded945c4a0742821e23607fe4,0,0,0,4
fc59d351644fea883c509612ef946fc2,1,1,3,3
9e0ad15ec041b8003027190f37d22cbd,1,1,1,1
30e018aa4b3ff71d71cf7b572f05ab67,1,1,3,3
05036c47f9461f4bc5108b7506fb4def,0,0,0,4
1e18dbb2a8ffdab2aace1da524648a7d,1,0,3,0
16db7a8b1011976cc50d2ffd30da4e5a,1,2,1,1
916f7e4a3ee7f0e08c9399ae971cb53c,1,1,3,3
2a11f4b534f35ee3b9a6c07135683b5f,1,1,3,3
06d0d28947f5bd1506618c5ff968f290,1,1,3,3
b3277123506d731ef87f6f86e5a2aa9d,1,1,1,1
1264c45653f066ad93e1f2e9743f57a1,0,0,0,4
d4862f7d731b892350bab677a3c19de5,0,0,0,4
bf785ca81c90bbb6cd7599b245d22b49,1,1,1,1
e4ea4e041bf947313ae35dd81c5f2d9f,0,0,0,4
9ea0df9c749c75ef6c30d3d9dd438a93,0,0,0,4
679d3f79271db1bc1e49f7d0da34a4be,0,0,0,4
336ef5814895c3e791a7b7fb1cde3e4f,0,0,0,4
40378363d23f96087c377a87f8ffbd81,0,0,0,4
1d3b4bcb571d26a625e844e875b4385f,0,0,0,4
f203598be4f9fb1ce6c2d9258c5ff9a0,0,0,0,4
e70c0a26ac4497802fe2d149d6d907cc,0,0,0,4
ebbc8f827a36b567979be83d132ae95e,0,2,2,2
0ddb2260b5581abc9252a08aae7abe17,1,1,3,3
ea08fb38f9132a147253b812d3315c56,0,0,0,4
